keywords,production_companies,production_countries,release_date,revenue,title,vote_average,vote_count
"[{""id"": 271, ""name"": ""competition""}, {""id"": 2504, ""name"": ""world war i""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 7322, ""name"": ""caddy""}, {""id"": 7323, ""name"": ""savannah""}]","[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Wildwood Enterprises"", ""id"": 316}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Allied Filmmakers"", ""id"": 1755}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/2/00,39459427,The Legend of Bagger Vance,6.3,251
"[{""id"": 922, ""name"": ""hotel room""}, {""id"": 1768, ""name"": ""san diego""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2080, ""name"": ""stewardess""}, {""id"": 2635, ""name"": ""overdose""}, {""id"": 4044, ""name"": ""groupie""}, {""id"": 4045, ""name"": ""music journalist""}, {""id"": 4047, ""name"": ""black sabbath""}, {""id"": 5288, ""name"": ""rock""}, {""id"": 6029, ""name"": ""concert""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10505, ""name"": ""promiscuity""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 15291, ""name"": ""on the road""}, {""id"": 157722, ""name"": ""domineering mother""}, {""id"": 163976, ""name"": ""reconciliation""}, {""id"": 165402, ""name"": ""semi autobiographical""}, {""id"": 170333, ""name"": ""innocence lost""}, {""id"": 178650, ""name"": ""bus trip""}, {""id"": 180413, ""name"": ""aspiring writer""}]","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Vinyl Films"", ""id"": 485}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/15/00,47383689,Almost Famous,7.4,797
"[{""id"": 212, ""name"": ""london england""}, {""id"": 977, ""name"": ""cat""}, {""id"": 2281, ""name"": ""mistake in person""}, {""id"": 2613, ""name"": ""luxury""}, {""id"": 4391, ""name"": ""wretch""}, {""id"": 177998, ""name"": ""nobility""}, {""id"": 195032, ""name"": ""garfield""}]","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Davis Entertainment"", ""id"": 1302}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/15/06,141702264,Garfield: A Tail of Two Kitties,5.1,464
"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 1402, ""name"": ""general""}, {""id"": 6285, ""name"": ""coup d'etat""}, {""id"": 9358, ""name"": ""military prison""}, {""id"": 9610, ""name"": ""coup""}, {""id"": 33705, ""name"": ""agent""}, {""id"": 160992, ""name"": ""insurgent""}, {""id"": 181549, ""name"": ""secretary of defense""}, {""id"": 227206, ""name"": ""potus""}]","[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/27/05,71073932,xXx: State of the Union,4.7,549
"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 3571, ""name"": ""crucifixion""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9259, ""name"": ""vampire hunter""}, {""id"": 13087, ""name"": ""disobey""}, {""id"": 13140, ""name"": ""niece""}, {""id"": 15002, ""name"": ""dark hero""}]","[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Stars Road Entertainment"", ""id"": 8931}, {""name"": ""Buckaroo Entertainment"", ""id"": 11250}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""TOKYOPOP"", ""id"": 22641}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/5/11,78309131,Priest,5.4,692
"[{""id"": 3071, ""name"": ""prince""}, {""id"": 7994, ""name"": ""water monster""}]","[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/2/03,26288320,Sinbad: Legend of the Seven Seas,6.6,372
"[{""id"": 1826, ""name"": ""space marine""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 3385, ""name"": ""cryogenics""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4380, ""name"": ""black hole""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 6262, ""name"": ""delusion""}, {""id"": 8468, ""name"": ""crew""}, {""id"": 9820, ""name"": ""alternate dimension""}, {""id"": 10114, ""name"": ""evil spirit""}, {""id"": 10135, ""name"": ""hellgate""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14888, ""name"": ""burning man""}, {""id"": 18031, ""name"": ""rescue team""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 188989, ""name"": ""supernatural power""}, {""id"": 191586, ""name"": ""trapped in space""}, {""id"": 223504, ""name"": ""distress signal""}, {""id"": 227489, ""name"": ""derelict ship""}]","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Golar Productions"", ""id"": 2484}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/15/97,26673242,Event Horizon,6.5,742
"[{""id"": 3725, ""name"": ""pregnancy and birth""}, {""id"": 3769, ""name"": ""voice""}, {""id"": 9312, ""name"": ""dragonfly""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 166104, ""name"": ""humanitarian""}, {""id"": 210530, ""name"": ""spiritism""}]","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Shady Acres Entertainment"", ""id"": 159}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""Kalima Productions GmbH & Co. KG"", ""id"": 7385}, {""name"": ""NDE Productions"", ""id"": 20352}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/22/02,52322400,Dragonfly,6.1,204
"[{""id"": 445, ""name"": ""pornography""}, {""id"": 5446, ""name"": ""observer""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 217324, ""name"": ""murder hunt""}]","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Signature Pictures"", ""id"": 2982}, {""name"": ""Linson Entertainment"", ""id"": 4700}, {""name"": ""Art Linson Productions"", ""id"": 8769}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Equity Pictures Medienfonds GmbH & Co. KG III"", ""id"": 10885}, {""name"": ""Nu Image Entertainment GmbH"", ""id"": 22443}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/15/06,49111202,The Black Dahlia,5.7,287
"[{""id"": 2504, ""name"": ""world war i""}, {""id"": 168615, ""name"": ""biplane""}]","[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Electric Entertainment"", ""id"": 3241}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Flyboys Films"", ""id"": 6362}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/22/06,17800000,Flyboys,6.3,271
"[{""id"": 378, ""name"": ""prison""}, {""id"": 1402, ""name"": ""general""}]","[{""name"": ""DreamWorks SKG"", ""id"": 27}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/19/01,27642707,The Last Castle,7,285
"[{""id"": 577, ""name"": ""black people""}, {""id"": 1472, ""name"": ""starships""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3412, ""name"": ""star""}, {""id"": 5100, ""name"": ""supernova""}, {""id"": 222423, ""name"": ""blast""}]","[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Hammerhead Productions"", ""id"": 20375}, {""name"": ""Screenland Pictures"", ""id"": 23587}]","[{""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/14/00,14828081,Supernova,4.9,109
"[{""id"": 818, ""name"": ""based on novel""}]","[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/13/14,30800231,Winter's Tale,6,487
"[{""id"": 290, ""name"": ""angel""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 157667, ""name"": ""warlock""}, {""id"": 186420, ""name"": ""downworlder""}, {""id"": 186423, ""name"": ""shadowhunter""}, {""id"": 186425, ""name"": ""demon hunter""}, {""id"": 223438, ""name"": ""based on young adult novel""}]","[{""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Don Carmody Productions"", ""id"": 22656}, {""name"": ""Unique Features"", ""id"": 60746}, {""name"": ""Mr. Smith Productions"", ""id"": 60747}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/21/13,90565421,The Mortal Instruments: City of Bones,6.2,1602
"[{""id"": 242, ""name"": ""new york""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1472, ""name"": ""starships""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 4627, ""name"": ""earth""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 8468, ""name"": ""crew""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 13194, ""name"": ""planet""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Guy Walks into a Bar Productions"", ""id"": 2645}, {""name"": ""Deep River Productions"", ""id"": 2646}, {""name"": ""Friendly Films (II)"", ""id"": 81136}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/8/08,50650079,Meet Dave,5,371
"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 4237, ""name"": ""water""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 33632, ""name"": ""apartment""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 168346, ""name"": ""manhattan, new york city""}]","[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Post No Bills Films"", ""id"": 49696}, {""name"": ""Pandemonium Productions"", ""id"": 49697}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/27/05,25473093,Dark Water,5.3,274
"[{""id"": 2571, ""name"": ""tv show""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 3972, ""name"": ""simulated reality ""}, {""id"": 3974, ""name"": ""reality tv""}, {""id"": 4656, ""name"": ""tv star""}, {""id"": 7271, ""name"": ""tv ratings""}]","[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/26/99,0,Edtv,5.7,166
"[{""id"": 3096, ""name"": ""book""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 3878, ""name"": ""eavesdropping""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 5914, ""name"": ""writer's block""}]","[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Internationale Filmproduktion Blackbird Erste"", ""id"": 20360}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/11/08,57490374,Inkheart,6,592
"[{""id"": 1308, ""name"": ""secret identity""}, {""id"": 1621, ""name"": ""robber""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 4456, ""name"": ""frog""}, {""id"": 11825, ""name"": ""based on comic strip""}, {""id"": 12415, ""name"": ""back from the dead""}]","[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""Media Magik Entertainment"", ""id"": 5627}, {""name"": ""Dark Lot Entertainment"", ""id"": 7375}, {""name"": ""Continental Entertainment Group (CEG)"", ""id"": 7376}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/08,39031337,The Spirit,4.7,320
"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 5918, ""name"": ""painting""}, {""id"": 11061, ""name"": ""debt""}, {""id"": 155795, ""name"": ""art dealer""}, {""id"": 159534, ""name"": ""stolen painting""}]","[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""OddLot Entertainment"", ""id"": 36209}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/21/15,30418560,Mortdecai,5.4,1055
"[{""id"": 855, ""name"": ""fictional place""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 4158, ""name"": ""enchantment""}, {""id"": 5069, ""name"": ""bad power""}, {""id"": 5153, ""name"": ""son""}, {""id"": 5515, ""name"": ""heir to the throne""}, {""id"": 6170, ""name"": ""motherly love""}, {""id"": 6333, ""name"": ""wizardry""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 18035, ""name"": ""family""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 161257, ""name"": ""medieval""}]","[{""name"": ""Boll Kino Beteiligungs GmbH & Co. KG"", ""id"": 1062}, {""name"": ""Brightlight Pictures"", ""id"": 1063}, {""name"": ""Herold Productions"", ""id"": 1064}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/29/07,0,In the Name of the King: A Dungeon Siege Tale,4.1,224
"[{""id"": 212, ""name"": ""london england""}, {""id"": 591, ""name"": ""cia""}, {""id"": 1961, ""name"": ""landmine""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2960, ""name"": ""cambodia""}, {""id"": 5946, ""name"": ""ethiopia""}, {""id"": 8780, ""name"": ""chechnya""}, {""id"": 8781, ""name"": ""foreign aid""}]","[{""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""CP Medien AG"", ""id"": 5521}, {""name"": ""Camelot Pictures"", ""id"": 11728}, {""name"": ""Networxx - Film Management"", ""id"": 26107}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/23/03,0,Beyond Borders,6.7,110
"[{""id"": 207411, ""name"": ""monkey king""}]","[{""name"": ""Filmko Pictures"", ""id"": 9175}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",1/22/16,193677158,The Monkey King 2,6,24
"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 10374, ""name"": ""archive footage""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 207883, ""name"": ""1940s""}, {""id"": 228523, ""name"": ""inspired by true events""}, {""id"": 229851, ""name"": ""fictionalized history""}]","[{""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""Marty Katz Productions"", ""id"": 12552}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/12/05,10166502,The Great Raid,6.8,91
"[{""id"": 2095, ""name"": ""anti hero""}, {""id"": 3070, ""name"": ""mercenary""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 223060, ""name"": ""self healing""}]","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""The Donners' Company"", ""id"": 11307}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Kinberg Genre"", ""id"": 78091}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/9/16,783112979,Deadpool,7.4,10995
"[{""id"": 1361, ""name"": ""salesclerk""}, {""id"": 2136, ""name"": ""television""}, {""id"": 7271, ""name"": ""tv ratings""}, {""id"": 8616, ""name"": ""guru""}, {""id"": 10582, ""name"": ""television producer""}]","[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/8/98,0,Holy Man,4.9,111
"[{""id"": 1589, ""name"": ""sniper""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5939, ""name"": ""iraq""}, {""id"": 11219, ""name"": ""navy seal""}, {""id"": 33564, ""name"": ""u.s. soldier""}]","[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Mad Chance Productions"", ""id"": 57408}, {""name"": ""22 & Indiana Pictures"", ""id"": 57409}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/11/14,542307423,American Sniper,7.4,4469
"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 18035, ""name"": ""family""}, {""id"": 163226, ""name"": ""ventriloquist dummy""}, {""id"": 186948, ""name"": ""book comes to life""}, {""id"": 209714, ""name"": ""3d""}]","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""Scholastic Entertainment"", ""id"": 30246}, {""name"": ""LStar Capital"", ""id"": 34034}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/5/15,158162788,Goosebumps,6.2,995
"[{""id"": 732, ""name"": ""coma""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1022, ""name"": ""workaholic""}, {""id"": 1486, ""name"": ""flirt""}, {""id"": 2301, ""name"": ""architect""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 186710, ""name"": ""landscape architect""}]","[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""UIP"", ""id"": 135}, {""name"": ""MacDonald/Parkes Productions"", ""id"": 384}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/16/05,102854431,Just Like Heaven,6.5,579
"[{""id"": 828, ""name"": ""waitress""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 1486, ""name"": ""flirt""}, {""id"": 4428, ""name"": ""stone age""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 12616, ""name"": ""dinosaur""}]","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/28/00,59468275,The Flintstones in Viva Rock Vegas,4.4,134
"[{""id"": 271, ""name"": ""competition""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 3055, ""name"": ""soviet troops""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 3538, ""name"": ""freedom fighter""}, {""id"": 3541, ""name"": ""afghanistan""}, {""id"": 4269, ""name"": ""war on freedom""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 5389, ""name"": ""mujahid""}, {""id"": 10328, ""name"": ""reality show""}, {""id"": 10511, ""name"": ""western""}, {""id"": 161048, ""name"": ""japanese food""}, {""id"": 168622, ""name"": ""soap opera""}]","[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carolco Pictures"", ""id"": 14723}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/24/88,189015611,Rambo III,5.7,690
"[{""id"": 579, ""name"": ""american football""}, {""id"": 1483, ""name"": ""sports team""}, {""id"": 1485, ""name"": ""stadium""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 3836, ""name"": ""success""}, {""id"": 5398, ""name"": ""sponsorship""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6186, ""name"": ""games""}, {""id"": 8338, ""name"": ""coach""}, {""id"": 11289, ""name"": ""woman reporter""}, {""id"": 191222, ""name"": ""the big game""}]","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Casey Silver Productions"", ""id"": 877}, {""name"": ""Outlaw Productions (I)"", ""id"": 19507}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/24/08,41299492,Leatherheads,5.7,130
"[{""id"": 155573, ""name"": ""wild west""}]","[{""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/11/15,0,The Ridiculous 6,4.9,388
"[{""id"": 4009, ""name"": ""witness protection""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Banter"", ""id"": 45726}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/17/09,85280250,Did You Hear About the Morgans?,5.1,276
"[{""id"": 3489, ""name"": ""job interview""}, {""id"": 14549, ""name"": ""loss of job""}, {""id"": 174420, ""name"": ""intern""}, {""id"": 176125, ""name"": ""reference to google""}, {""id"": 183126, ""name"": ""new job""}, {""id"": 194287, ""name"": ""laid off""}, {""id"": 194288, ""name"": ""transamerica pyramid""}]","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Wild West Picture Show Productions"", ""id"": 2796}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/7/13,44000000,The Internship,6.1,1658
"[{""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10327, ""name"": ""undead""}, {""id"": 11131, ""name"": ""biohazard""}, {""id"": 11738, ""name"": ""evil corporation""}, {""id"": 12102, ""name"": ""resident evil""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]","[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",9/9/10,300228084,Resident Evil: Afterlife,5.8,1363
"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 2533, ""name"": ""fighter pilot""}, {""id"": 15089, ""name"": ""fighter plane""}]","[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Partnership Pictures"", ""id"": 22883}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/19/12,50365377,Red Tails,5.9,178
"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3036, ""name"": ""bible""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 3734, ""name"": ""ambition""}, {""id"": 4084, ""name"": ""devil's son""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 5810, ""name"": ""pact with the devil""}, {""id"": 7340, ""name"": ""crooked lawyer""}, {""id"": 10114, ""name"": ""evil spirit""}, {""id"": 10138, ""name"": ""satan""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 14794, ""name"": ""lust""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 162706, ""name"": ""temptation""}, {""id"": 162813, ""name"": ""law firm""}, {""id"": 168346, ""name"": ""manhattan, new york city""}, {""id"": 185459, ""name"": ""seven deadly sins""}, {""id"": 211062, ""name"": ""ethics""}, {""id"": 226791, ""name"": ""gainesville florida""}]","[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Monarchy Enterprises B.V."", ""id"": 676}, {""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Taurus Film"", ""id"": 20555}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/17/97,152944660,The Devil's Advocate,7.2,1374
